code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,submitted_count,mean_score,on_time_rate,assessment_type_count,available_assessments,total_clicks,active_days,activity_type_count,submission_ratio,persisted,imd_num,Disabled,Low-IMD,Low prior education,Repeat attempt,signature,adverse_outcome
BBB,2013B,147876,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-53.0,,7.0,78.57142857142857,0.2857142857142857,2.0,12,342.0,37.0,7.0,0.5833333333333334,1,30.0,False,False,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,151697,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-23.0,,11.0,89.0909090909091,0.5454545454545454,2.0,12,424.0,30.0,7.0,0.9166666666666666,1,90.0,True,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2013B,152153,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,-93.0,157.0,7.0,52.285714285714285,0.2857142857142857,2.0,12,500.0,31.0,7.0,0.5833333333333334,0,40.0,False,False,True,True,high|broad|partial|mostly_late|withdrew,1
BBB,2013B,152910,M,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,Pass,-8.0,,9.0,82.22222222222223,0.5555555555555556,2.0,12,2194.0,133.0,7.0,0.75,1,,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,152929,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-104.0,,9.0,80.44444444444444,0.4444444444444444,2.0,12,299.0,25.0,6.0,0.75,1,10.0,False,True,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,153212,F,South West Region,Lower Than A Level,40-50%,35-55,1,120,N,Distinction,-82.0,,11.0,83.54545454545455,0.18181818181818182,2.0,12,842.0,83.0,7.0,0.9166666666666666,1,40.0,False,False,True,True,high|broad|complete|mostly_late|persisted,0
BBB,2013B,153704,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-166.0,166.0,6.0,86.83333333333333,0.3333333333333333,2.0,12,415.0,35.0,8.0,0.5,0,0.0,False,True,True,True,medium|broad|partial|mostly_late|withdrew,1
BBB,2013B,154027,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-19.0,,10.0,73.3,0.4,2.0,12,569.0,63.0,6.0,0.8333333333333334,1,70.0,False,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,154125,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-17.0,,9.0,87.55555555555556,0.3333333333333333,2.0,12,97.0,7.0,6.0,0.75,1,50.0,False,False,False,False,low|broad|complete|mostly_late|persisted,1
BBB,2013B,154540,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-34.0,,11.0,79.18181818181819,0.5454545454545454,2.0,12,417.0,45.0,9.0,0.9166666666666666,1,50.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2013B,155735,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-45.0,13.0,0.0,0.0,0.0,0.0,12,133.0,5.0,5.0,0.0,0,0.0,False,True,True,True,medium|moderate|none|none|withdrew,1
BBB,2013B,156835,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-135.0,,10.0,86.9,0.5,2.0,12,1290.0,111.0,8.0,0.8333333333333334,1,40.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,161678,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-27.0,,1.0,40.0,0.0,1.0,12,94.0,15.0,6.0,0.08333333333333333,1,0.0,False,True,True,True,low|broad|partial|mostly_late|persisted,1
BBB,2013B,165243,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-25.0,,10.0,82.1,0.3,2.0,12,1111.0,87.0,8.0,0.8333333333333334,1,50.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,169515,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-50.0,135.0,2.0,59.0,1.0,1.0,12,212.0,14.0,6.0,0.16666666666666666,0,30.0,False,False,False,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,170356,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-46.0,68.0,1.0,65.0,1.0,1.0,12,439.0,26.0,6.0,0.08333333333333333,0,20.0,False,True,True,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,171377,F,West Midlands Region,Lower Than A Level,60-70%,0-35,2,120,N,Fail,-90.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,60.0,False,False,True,True,none|none|none|none|persisted,1
BBB,2013B,173316,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-99.0,,7.0,58.57142857142857,0.2857142857142857,2.0,12,1704.0,74.0,7.0,0.5833333333333334,1,10.0,False,True,False,False,high|broad|partial|mostly_late|persisted,1
BBB,2013B,173335,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,-61.0,,9.0,77.33333333333333,0.4444444444444444,2.0,12,435.0,49.0,8.0,0.75,1,40.0,False,False,True,True,medium|broad|complete|mostly_late|persisted,1
BBB,2013B,174321,F,Ireland,A Level or Equivalent,80-90%,0-35,1,270,N,Withdrawn,-82.0,-19.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,80.0,False,False,False,True,none|none|none|none|withdrew,1
BBB,2013B,177639,F,Wales,Lower Than A Level,10-20,0-35,1,150,N,Withdrawn,-24.0,11.0,0.0,0.0,0.0,0.0,12,77.0,5.0,7.0,0.0,0,10.0,False,True,True,True,low|broad|none|none|withdrew,1
BBB,2013B,179605,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-68.0,76.0,3.0,75.33333333333333,0.6666666666666666,2.0,12,167.0,10.0,7.0,0.25,0,60.0,False,False,False,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,182824,F,East Anglian Region,Lower Than A Level,0-10%,35-55,2,120,N,Pass,-43.0,,11.0,83.0909090909091,0.45454545454545453,2.0,12,239.0,20.0,7.0,0.9166666666666666,1,0.0,False,True,True,True,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,183806,F,South West Region,A Level or Equivalent,80-90%,35-55,1,225,Y,Fail,-104.0,,3.0,95.0,1.0,2.0,12,149.0,7.0,5.0,0.25,1,80.0,True,False,False,True,medium|moderate|partial|mostly_on_time|persisted,1
BBB,2013B,185240,F,West Midlands Region,Lower Than A Level,40-50%,35-55,1,120,N,Withdrawn,-87.0,33.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,40.0,False,False,True,True,none|none|none|none|withdrew,1
BBB,2013B,185349,F,Scotland,Lower Than A Level,30-40%,35-55,2,60,N,Pass,-54.0,,11.0,84.0909090909091,0.5454545454545454,2.0,12,4702.0,177.0,8.0,0.9166666666666666,1,30.0,False,False,True,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,186670,F,Yorkshire Region,HE Qualification,40-50%,35-55,1,60,N,Fail,-11.0,,8.0,72.625,0.125,2.0,12,232.0,25.0,6.0,0.6666666666666666,1,40.0,False,False,False,True,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,186780,F,North Western Region,A Level or Equivalent,10-20,35-55,2,120,Y,Withdrawn,-117.0,213.0,2.0,0.0,0.0,1.0,12,30.0,2.0,5.0,0.16666666666666666,0,10.0,True,True,False,True,low|moderate|partial|mostly_late|withdrew,1
BBB,2013B,186988,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,-15.0,,8.0,71.125,0.0,2.0,12,368.0,20.0,8.0,0.6666666666666666,1,0.0,False,True,True,True,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,187793,F,North Western Region,Lower Than A Level,10-20,35-55,1,120,Y,Fail,-127.0,,10.0,67.8,0.3,2.0,12,2817.0,150.0,8.0,0.8333333333333334,1,10.0,True,True,True,True,high|broad|complete|mostly_late|persisted,1
BBB,2013B,188152,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,-19.0,,11.0,87.54545454545455,0.5454545454545454,2.0,12,1314.0,184.0,8.0,0.9166666666666666,1,50.0,False,False,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,192424,M,Wales,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-74.0,,11.0,86.0909090909091,0.45454545454545453,2.0,12,852.0,52.0,8.0,0.9166666666666666,1,70.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,193822,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Pass,-25.0,,10.0,86.7,0.2,2.0,12,2124.0,106.0,7.0,0.8333333333333334,1,10.0,True,True,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,197595,F,London Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-24.0,,11.0,77.27272727272727,0.36363636363636365,2.0,12,1111.0,61.0,9.0,0.9166666666666666,1,30.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,198956,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-29.0,,10.0,91.1,0.4,2.0,12,3262.0,114.0,9.0,0.8333333333333334,1,50.0,False,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,199520,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-22.0,,11.0,83.27272727272727,0.5454545454545454,2.0,12,1360.0,117.0,7.0,0.9166666666666666,1,40.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
